2.697427428224559609e+00 4.006752965089249940e+00 4.006752965089249052e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 4.006752965089249052e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
2.284269906786388304e+00 8.235425843602502738e+00 8.235425843602502738e+00 4.006752965089249940e+00 8.235425843602502738e+00 8.235425843602502738e+00 4.006752965089249940e+00 8.235425843602502738e+00 3.593815409735289013e+00 4.006752965089249940e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
2.221467254761962717e+00 3.180754153432176601e+00 3.593815409735289013e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 3.593815409735289457e+00 4.006752965089249052e+00 3.352200174621941642e+00 8.235425843602502738e+00 4.006752965089249940e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
1.941307377299656300e+00 2.939097667544023462e+00 3.593815409735293898e+00 8.235425843602502738e+00 4.006752965089254381e+00 8.235425843602502738e+00 8.235425843602502738e+00 4.006752965089254381e+00 3.352200174621946971e+00 8.235425843602502738e+00 8.235425843602502738e+00 3.593815409735293454e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
2.020903229494039000e+00 2.697427428224559609e+00 3.047763041184056387e+00 4.006752965089249940e+00 4.006752965089249940e+00 8.235425843602502738e+00 4.006752965089249940e+00 3.593815409735289013e+00 2.767631017754336842e+00 4.006752965089249940e+00 8.235425843602502738e+00 4.006752965089249052e+00 8.235425843602502738e+00 4.006752965089249940e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
1.960232277117686994e+00 2.634627527318064377e+00 2.847220237839434009e+00 3.593815409735289013e+00 3.593815409735289013e+00 4.006752965089249052e+00 3.180754153432177045e+00 4.006752965089249052e+00 3.352200174621941642e+00 8.235425843602502738e+00 3.593815409735289457e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 4.006752965089249052e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
1.751481329105472717e+00 2.284269906786388304e+00 3.180754153432176601e+00 3.352200174621942530e+00 8.235425843602502738e+00 3.593815409735289013e+00 3.352200174621942530e+00 3.352200174621941642e+00 2.939097667544018133e+00 3.352200174621942530e+00 4.006752965089249940e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
1.640547671588091561e+00 2.577817631201237969e+00 4.006752965089254381e+00 3.352200174621946971e+00 4.006752965089254381e+00 3.352200174621946971e+00 8.235425843602502738e+00 3.593815409735293898e+00 3.180754153432181486e+00 3.047763041184061716e+00 3.047763041184061716e+00 2.939097667544023018e+00 8.235425843602502738e+00 3.180754153432181930e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
1.509787330121136195e+00 2.847220237839434009e+00 3.593815409735289013e+00 3.047763041184056387e+00 3.593815409735289013e+00 3.593815409735289013e+00 3.593815409735289457e+00 4.006752965089249052e+00 4.006752965089249052e+00 2.939097667544019021e+00 3.047763041184057276e+00 3.593815409735288569e+00 3.180754153432177045e+00 8.235425843602502738e+00 4.006752965089249052e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
1.491992199491813942e+00 2.192384617058396490e+00 3.180754153432176601e+00 3.047763041184056387e+00 3.593815409735289013e+00 4.006752965089249052e+00 2.939097667544019021e+00 4.006752965089249052e+00 2.939097667544018133e+00 2.847220237839434454e+00 4.006752965089249940e+00 3.352200174621941198e+00 4.006752965089249940e+00 4.006752965089249940e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00 8.235425843602502738e+00
